,year,australia,canada,china,india,indonesia,ireland,japan,kenya,new_zealand,pakistan,philippines,scotland,singapore,south_africa,south_korea,taiwan,thailand,united_kingdom,united_states
156,2014,Attenborough backs new Vic national park,'Orgy of spending' expected in lead up to federal election as political parties stockpile tens of millions,"Djokovic, Wawrinka cruise to easy wins at ATP World Tour Finals","'Speed, Transparency my Specialities'",Acting Governor Ahok to propose disbanding FPI,Ebola doctor leaves hospital in US,EOC Limited: Buy Back of Own Shares on 10 November 2014,Africa: New York doctor infected with Ebola to be released from hospital,Four breach release conditions,NAB files corruption reference against Raja Pervaiz Ashraf,Troops foil bomb attempt on gasoline station,St Kevin's Primary School and Nursery celebrates second eco green flag award,Schooling shines in first college meet,Toddler stabbed 99 times,URGENT Seoul announces end to search for 9 people still missing in ferry sinking,EOC Limited: Buy Back of Own Shares on 10 November 2014,Personal tax cuts take effect,I'm a Celebrity 2014: Naturalist Chris Packham hits out over animal welfare in letter to Ant and Dec,Jackie Robinson AL Rookies of the Year
157,2014,Moyes returns to manage in Spain,Canada imposes Ebola quarantine measures on 'high-risk' travellers,Xi welcomes leaders to attend APEC meeting,Chameleons at Play in Resisting Change,"Student, lecturer drown in Bone River",Ebola doctor hails Guinea medics,Real Sociedad hires David Moyes as its new coach,World: New York doctor infected with Ebola to be released from hospital,Needles no cure for fatal flu,Anti dengue campaign female sanitary workers protest on nonpayment of salaries,NBA: James lifts Cavs over Pelicans with triple double,Suzie McGuire domestic abuse trial: Estranged husband tells court of DJ's battles with cocaine and booze binging,China has role to play in world order: Obama,"Woman killed for running shoes, bicycle",New building eyed for scandal-ridden cyber command,Real Sociedad hires David Moyes as its new coach,PNU students call for end of unrest,UKIP leader Nigel Farage films ''rip-roaring'' Gogglebox special with posh couple Steph and Dom,Treasury Three-Year Note Auction Demand Slips to Two-Month Low
158,2014,New call to make Monash field marshal,Canada's official residence in Rome for sale,Spain coach Vicente Del Bosque defends Costa absence,Andhra Contractor Stage-managed his Abduction by Ultras,"Jokowi discusses security, investment",Lava reaches first house in Hawaii,Union files grievance vs. NFL in Peterson case,Kenya: President Uhuru travels to Zambia for President Sata's burial,Kiwis defend Key over joke about killer's escape,Nisar lauds Sindh Rangers’ role in Karachi operation,S. Korea ferry disaster captain jailed for 36 years,Madison Horn murder trial: Court hears how tragic tot died from 65 separate blunt trauma injuries,Proposed community tribunal aims to keep proceedings simple,'Modern running shoe a myth',Gov't announces end to search operations on sunken ferry,Union files grievance vs. NFL in Peterson case,Search continues for missing trawler,Quarter of 'healthy' fruit juices and smoothies have MORE sugar than Coca-Cola,Why Veterans Day is often confused with Memorial Day
159,2014,Vic remembers war sacrifice and service,"Sheila Copps says she was sexually assaulted as MPP, raped before her political career",Kenya's Rudisha plots Beijing conquest at 2015 World championships,Seashore Group Chief Links Raids to Failed Coup Attempt,Govt upbeat over industrial growth,Spreading lava takes Hawaii house ,"Tuesday, November 18",Kenya: President Uhuru travels to Zambia for President Sata's burial,Ambulance officer accused of sexual assault tells court why he stopped driving,"Prime Minister to visit UK, will inaugurate investment conference","Will Ona be sacked? Let’s wait for his explanation, says Palace",Major coal find under Forth sees WWF environmental agency criticise 'irresponsible' extraction plans,"Spotty intelligence, bad weather hamper air war against Islamic State",North West man gunned down by intruders,S. Korean big biz dependence on Chinese market grows: report,"Tuesday, November 18",Dhammazedi bell search a 'fraud',Mortarfying,Why Veterans Day is often confused with Memorial Day
160,2014,Business conditions surge by most in NAB survey's history,Spotlight on the Jewish General Hospital's K Pavilion,Ghana says not to host AFCON 2015,"Debutant Sinha Hopeful of Insurance, GST Reforms",China-ASEAN ties a force for regional development,Ireland’s oldest man Luke Dolan dies at 108,Gov't defends elaborate FBI repairman ruse,Kenya: President Uhuru in Zambia for President Sata's burial,Live: Cup Day at Addington,Sukkur road accident claims 57 lives,New LPA forms east of Mindanao,Owen Coyle emerges as leading contender to replace Stuart McCall as Motherwell manager at Fir Park,"Abe, Xi hold terse meeting",Woman shot dead by intruders,S. Korean firms' ratings trimmed on poor earnings,Gov't defends elaborate FBI repairman ruse,Swiss tourist missing on Koh Tao,How long will YOU live for? ,Norovirus blamed for illnesses at NAACP convention - SFGate
161,2014,Australia 'giving $4bn annually to back fossil fuels',"Pakistani police say at least 50 killed in head-on collision between bus, truck"," 
Crude prices retreat amid ample supplies from OPEC
 ",Navy Loses Hope of Finding Survivors in Visakhapatnam Mishap,"Coalitions agree to end rift, pledge to work in harmony",New York to ease marijuana arrests,APNewsBreak: UAW says recognition close at VW,Kenya: President Uhuru in Zambia for President Sata's burial,Mainfreight Group profit up,"Police officer, ATC judge escape car blast in Quetta",‘Mayweather is my one specific goal’,Cryptic crossword - The Scotsman 11/11/14,Kiwis applaud spread of rugby,Unleash the business drive of state employees,Park to meet with Obama on APEC's sidelines,APNewsBreak: UAW says recognition close at VW,"Senior cop, Sia Yui face arrest warrants","Rich countries subsidising oil, gas and coal companies by $88bn a year",Condi Rice: Today's True Racists Are Liberals Who Defend Teachers' Unions
162,2014,Australia 'giving $4bn annually to back fossil fuels',South Korean ferry captain gets 36 years in prison over deadly sinking," 
China promotes online public procurement
 ",NBW Woes for Godman Sant Rampal,Ministry drafts legal basis for tolerance,36 years for ferry disaster captain,A glance at the game of no-limit Texas Hold 'em,Readers Lounge: Reasons why moving on from a relatonship is quite hard,Business briefs,Last witness in Arshad Pappu case killed in Karachi attack,Philippine exports among Asia's top performers,Compact crossword - The Scotsman 11/11/14,Opening highlights of APEC summit,Summit breaks ice but freeze remains,Tampa Bay beats Detroit to grab sixth straight win,A glance at the game of no-limit Texas Hold 'em,"US, China reach 'understanding' on cutting IT tariffs: White House",The Hunger Games: Mockingjay Part 1 review – a multimillion dollar stopgap,Who Am I Not To Forgive Ethan?
163,2014,New Russia-China deal could further hit natural-gas prices,Former Jewish General executives named in affidavits,Xi: China to donate 10 mln USD to APEC,The Message from Burdwan,Transparency sought in alms agency,Ferry captain jailed for 36 years,NYC to stop many small-time marijuana arrests,Readers Lounge: Reasons why moving on from a broken relationship is quite difficult,Infratil makes record 1st half profit,Shehla Raza's security to be beefed up after threat,Binay backs out of debate with Trillanes,Government 'subsidises fossil fuel',More drivers caught with new red-light cameras,SA rejects hazardous waste treaty,Kim Bum-soo to launch 8th album,NYC to stop many small-time marijuana arrests,"Buddhist man killed, wife injured in drive-by shooting in Narathiwat",How the G20 subsidises exploration for fossil fuel – interactive,Election Results Tee up Opportunity for President Obama
164,2014,New Russia-China deal could further hit natural-gas prices,Canada imposes Ebola quarantine on ‘high-risk’ travellers ,Military jets to make debut - People's Daily Online,Poll Affidavits of Three NC Candidates Show Age Discrepancies,US Catholic bishops try to calm anxiety over pope,"New Virgin Galactic spacecraft ""two thirds complete""",Taiwan shares open higher,Women now head a third of Kenyan households,Former police officer pleads guilty,MQM calls for international help over Thar crisis,"Trillanes: Binay must withdraw from 2016 race, too",Call to ease fracking regulations,Surveillance-camera users reminded to secure them against hackers,"Russia signs gas deal with China, cutting reliance on Europe",Kim Woo-bin to star in 'Technicians',Taiwan shares open higher,"250 NRC members post group photo, pay respect to sacred things",I went from couch potato to marathon man after diabetes diagnosis ,Miners Pressured by Falling Metals Prices
165,2014,Obama seeks common ground with China at APEC,Ex-Toronto Raptor Alvin Robertson facing sexual assault and human trafficking charge," 
China plans to launch 120 applied satellites
 ",Don't Scuttle Probe into Chit Fund Scams,"Laundry detergent pods pose ""serious poisoning risk"" for children: Study",Jagger’s ‘stress’ revealed in Stones’ £8m claim over death of L’Wren  ,Chien-ming Wang signs minor league contract with Atlanta,"The Counties: Two cousins murdered, one injured in Nairobi carjacking incident",Slack polytech pays up,Two men kill mother and two step-sisters over honor,Palace respects Binay’s decision,More veterans seeking advice: Study,Singapore employees 'can be happier': National Workplace Happiness Survey ,Lonmin eyes large projects to heal strike's scars,Hyundai Tucson fuel cell SUV tapped as finalist for 2015 Green SUV title,Chien-ming Wang signs minor league contract with Atlanta,New York doctor cured of Ebola: health officials,Jim Murphy sets £1 million general election fund target,Rep. Rosa DeLauro’s home in Washington burglarized
166,2014,Obama seeks common ground with China at APEC,Canada imposing quarantine measures on travellers from Ebola countries,Magnificent fireworks showed at APEC grand banquet - People's Daily Online,Toshiba to Invest $30m in Power T and D Business,Establishment of CLIA Southeast Asia and CLIA North Asia Marks a Big Step Forward for Cruising in the Region,"I was made scapegoat for Moyes reign, insists defiant Fellaini",Taiwan shares open higher,"Sports: My son has changed,suddenly become disobedient and rude.",Chef worked for five years without being paid,Nisar rules out presence of IS militants in Pakistan,"PHL, Vietnam to start talks on strategic partnership",More veterans seeking advice: Study,G20 states spend US$88b in fossil fuel exploration subsidies: Report,Fingerprints central to tender for social grants,Swansea defeats Arsenal; Tottenham also loses,Taiwan shares open higher,"SET rose 8.02 to 1,575.36 at noon",Daily Telegraph November 11 1914,Mayonnaise Is At The Center Of A Legal Battle Between Hellmann's And A Sandwich Spread Startup
167,2014,500 million using Messenger app: Facebook,Blatchford: Can a 'voodoo science' make sense of Magnotta?,China's deepened overall reform a new impetus for global development - People's Daily Online,'IT Services Jobs to Halve in 4 Years',  Live Nation and Java Festival Productions To Launch Live Nation Indonesia,Irish stocks flat while Europe gains,Taiwan News Morning Briefing – November 11,"Sports: My son has changed,suddenly became disobedient and rude.",Govt knew of loophole,"Plea filed to impose ban on PPP, PML (N) and JUI (F)",,Government 'subsidises fossil fuel',Biden warns Russia over Ukraine,Exceptions to importance of education,"Minaj, Grande winners at MTV's EMAs",Taiwan News Morning Briefing – November 11,"Women die, ill after mass sterilisation","The Hunger Games: Mockingjay, Part 1 premiere – in pictures",Why Carney’s 500-Day Revolution at BOE Looks Unfinished
